receipt_no,title,category,department,assignee,status,priority,channel,region,satisfaction,received_at,due_at,completed_at
2026-101698,도로 파손 신고,도로/교통,도로관리과,최주무관,접수,보통,방문,광주시,,2025-09-27 14:25:45,2025-10-04 14:25:45,
2026-103675,문화행사 문의,문화/체육,문화체육과,정주무관,완료,보통,이메일,수원시,5,2025-09-27 16:13:10,2025-10-02 16:13:10,2025-10-03 16:13:10
2026-102422,도로 파손 신고,도로/교통,도로관리과,윤주무관,완료,보통,온라인,화성시,2,2025-09-28 14:50:56,2025-10-05 14:50:56,2025-10-01 14:50:56
2026-102742,불법 주정차 신고,도로/교통,도로관리과,이주무관,보류,높음,온라인,포천시,,2025-09-29 08:33:05,2025-10-06 08:33:05,
2026-101149,불법 주정차 신고,도로/교통,도로관리과,이주무관,완료,높음,전화,시흥시,3,2025-09-29 11:16:30,2025-10-06 11:16:30,2025-09-30 11:16:30
2026-103023,소음 공해 민원,환경,환경관리과,박주무관,보류,보통,방문,여주시,,2025-09-29 13:20:30,2025-10-08 13:20:30,
2026-101701,쓰레기 무단투기,환경,환경관리과,강주무관,처리중,낮음,온라인,안성시,,2025-09-29 15:57:28,2025-10-08 15:57:28,
2026-100932,증명서 발급 문의,행정,민원행정과,박주무관,완료,보통,이메일,포천시,,2025-09-29 16:02:23,2025-10-02 16:02:23,2025-09-30 16:02:23
2026-101929,악취 발생 신고,환경,환경관리과,김주무관,처리중,보통,이메일,과천시,,2025-09-29 16:16:05,2025-10-08 16:16:05,
2026-103965,불법 주정차 신고,도로/교통,도로관리과,최주무관,처리중,보통,방문,고양시,,2025-09-29 17:50:11,2025-10-06 17:50:11,
2026-102087,화재위험 신고,안전,안전총괄과,이주무관,완료,보통,온라인,연천군,5,2025-09-29 17:50:21,2025-10-07 17:50:21,2025-10-15 17:50:21
2026-103339,민원처리 지연 항의,행정,민원행정과,김주무관,완료,낮음,이메일,시흥시,3,2025-09-29 18:20:58,2025-10-02 18:20:58,2025-10-02 18:20:58
2026-103351,쓰레기 무단투기,환경,환경관리과,박주무관,완료,보통,방문,부천시,2,2025-09-29 18:59:24,2025-10-08 18:59:24,2025-10-07 18:59:24
2026-100509,도서관 운영 건의,문화/체육,문화체육과,정주무관,접수,보통,이메일,평택시,,2025-09-29 21:21:41,2025-10-04 21:21:41,
2026-101135,소음 공해 민원,환경,환경관리과,정주무관,접수,낮음,이메일,동두천시,,2025-09-30 05:06:36,2025-10-09 05:06:36,
2026-100717,도로 파손 신고,도로/교통,도로관리과,정주무관,보류,보통,온라인,수원시,,2025-09-30 09:42:00,2025-10-07 09:42:00,
2026-103250,악취 발생 신고,환경,환경관리과,최주무관,처리중,보통,전화,시흥시,,2025-09-30 10:45:38,2025-10-09 10:45:38,
2026-100350,복지급여 문의,복지,사회복지과,김주무관,완료,낮음,온라인,부천시,4,2025-09-30 11:12:00,2025-10-06 11:12:00,2025-10-09 11:12:00
2026-102933,주택 누수 하자,건축/주택,건축과,최주무관,완료,보통,이메일,화성시,4,2025-09-30 11:45:12,2025-10-12 11:45:12,2025-10-17 11:45:12
2026-101803,도로 파손 신고,도로/교통,도로관리과,강주무관,처리중,보통,온라인,양평군,,2025-09-30 15:46:47,2025-10-07 15:46:47,
2026-100803,불법 주정차 신고,도로/교통,도로관리과,김주무관,처리중,보통,전화,양주시,,2025-09-30 18:05:36,2025-10-07 18:05:36,
2026-103627,주택 누수 하자,건축/주택,건축과,윤주무관,완료,보통,온라인,부천시,3,2025-10-01 07:48:27,2025-10-13 07:48:27,2025-10-15 07:48:27
2026-102544,재난위험시설 신고,안전,안전총괄과,조주무관,처리중,낮음,온라인,양주시,,2025-10-01 08:23:35,2025-10-09 08:23:35,
2026-103410,도로 파손 신고,도로/교통,도로관리과,조주무관,완료,보통,온라인,안산시,5,2025-10-01 09:05:41,2025-10-08 09:05:41,2025-10-14 09:05:41
2026-101739,건축허가 문의,건축/주택,건축과,박주무관,완료,보통,온라인,수원시,4,2025-10-01 09:49:20,2025-10-13 09:49:20,2025-10-18 09:49:20
2026-101600,도로 파손 신고,도로/교통,도로관리과,이주무관,완료,보통,온라인,의왕시,4,2025-10-01 10:50:20,2025-10-08 10:50:20,2025-10-07 10:50:20
2026-103938,도로 파손 신고,도로/교통,도로관리과,조주무관,처리중,높음,온라인,의왕시,,2025-10-01 10:55:35,2025-10-08 10:55:35,
2026-101738,재난위험시설 신고,안전,안전총괄과,강주무관,보류,보통,전화,의정부시,,2025-10-01 14:27:17,2025-10-09 14:27:17,
2026-101869,주택 누수 하자,건축/주택,건축과,정주무관,처리중,보통,이메일,안성시,,2025-10-01 14:28:03,2025-10-13 14:28:03,
2026-102386,불법 주정차 신고,도로/교통,도로관리과,강주무관,완료,낮음,이메일,용인시,3,2025-10-01 14:41:45,2025-10-08 14:41:45,2025-10-10 14:41:45
2026-101330,악취 발생 신고,환경,환경관리과,정주무관,완료,높음,방문,고양시,5,2025-10-01 14:46:37,2025-10-10 14:46:37,2025-10-09 14:46:37
2026-102475,장애인 편의 요청,복지,사회복지과,정주무관,완료,낮음,온라인,화성시,,2025-10-01 16:09:43,2025-10-07 16:09:43,2025-10-06 16:09:43
2026-103332,도로 파손 신고,도로/교통,도로관리과,강주무관,완료,낮음,이메일,용인시,5,2025-10-01 17:59:55,2025-10-08 17:59:55,2025-10-12 17:59:55
2026-101579,불법건축물 신고,건축/주택,건축과,조주무관,완료,보통,이메일,시흥시,4,2025-10-01 18:48:52,2025-10-13 18:48:52,2025-10-20 18:48:52
2026-101394,증명서 발급 문의,행정,민원행정과,정주무관,완료,보통,온라인,수원시,4,2025-10-01 20:46:00,2025-10-04 20:46:00,2025-10-07 20:46:00
2026-102550,복지급여 문의,복지,사회복지과,조주무관,완료,보통,전화,이천시,,2025-10-02 00:25:06,2025-10-08 00:25:06,2025-10-03 00:25:06
2026-102399,장애인 편의 요청,복지,사회복지과,정주무관,처리중,보통,전화,남양주시,,2025-10-02 00:44:44,2025-10-08 00:44:44,
2026-102964,장애인 편의 요청,복지,사회복지과,강주무관,처리중,보통,이메일,안양시,,2025-10-02 00:53:27,2025-10-08 00:53:27,
2026-100600,악취 발생 신고,환경,환경관리과,정주무관,처리중,높음,온라인,안양시,,2025-10-02 10:05:32,2025-10-11 10:05:32,
2026-101121,쓰레기 무단투기,환경,환경관리과,박주무관,접수,보통,온라인,구리시,,2025-10-02 10:23:32,2025-10-11 10:23:32,
2026-101718,불법건축물 신고,건축/주택,건축과,박주무관,완료,보통,전화,포천시,3,2025-10-02 10:36:02,2025-10-14 10:36:02,2025-10-20 10:36:02
2026-102873,도로 파손 신고,도로/교통,도로관리과,최주무관,처리중,보통,이메일,시흥시,,2025-10-02 10:41:15,2025-10-09 10:41:15,
2026-103026,주택 누수 하자,건축/주택,건축과,최주무관,접수,보통,온라인,오산시,,2025-10-02 11:59:14,2025-10-14 11:59:14,
2026-101866,불법건축물 신고,건축/주택,건축과,조주무관,접수,높음,온라인,안성시,,2025-10-02 12:18:49,2025-10-14 12:18:49,
2026-103630,악취 발생 신고,환경,환경관리과,박주무관,완료,높음,방문,오산시,2,2025-10-02 12:41:17,2025-10-11 12:41:17,2025-10-14 12:41:17
2026-102435,도로 파손 신고,도로/교통,도로관리과,박주무관,완료,높음,방문,여주시,5,2025-10-02 13:57:29,2025-10-09 13:57:29,2025-10-04 13:57:29
2026-100480,증명서 발급 문의,행정,민원행정과,김주무관,완료,보통,온라인,화성시,,2025-10-02 14:31:34,2025-10-05 14:31:34,2025-10-08 14:31:34
2026-100083,건축허가 문의,건축/주택,건축과,이주무관,완료,높음,온라인,하남시,,2025-10-02 14:43:16,2025-10-14 14:43:16,2025-10-17 14:43:16
2026-100324,악취 발생 신고,환경,환경관리과,강주무관,접수,낮음,온라인,안양시,,2025-10-02 15:01:58,2025-10-11 15:01:58,
2026-100013,불법 주정차 신고,도로/교통,도로관리과,윤주무관,완료,보통,이메일,양평군,5,2025-10-02 15:44:12,2025-10-09 15:44:12,2025-10-12 15:44:12
2026-100461,증명서 발급 문의,행정,민원행정과,강주무관,처리중,높음,방문,시흥시,,2025-10-02 16:19:39,2025-10-05 16:19:39,
2026-102246,노후축대 점검요청,안전,안전총괄과,박주무관,보류,높음,방문,여주시,,2025-10-02 16:36:33,2025-10-10 16:36:33,
2026-102814,불법 주정차 신고,도로/교통,도로관리과,윤주무관,처리중,보통,온라인,안성시,,2025-10-02 16:54:00,2025-10-09 16:54:00,
2026-102816,도로 파손 신고,도로/교통,도로관리과,조주무관,완료,보통,방문,수원시,4,2025-10-02 17:51:28,2025-10-09 17:51:28,2025-10-14 17:51:28
2026-103364,체육시설 예약,문화/체육,문화체육과,박주무관,완료,높음,온라인,가평군,5,2025-10-02 19:06:15,2025-10-07 19:06:15,2025-10-09 19:06:15
2026-102238,민원처리 지연 항의,행정,민원행정과,최주무관,완료,높음,온라인,수원시,3,2025-10-02 20:41:58,2025-10-05 20:41:58,2025-10-04 20:41:58
2026-100030,문화행사 문의,문화/체육,문화체육과,이주무관,완료,높음,온라인,김포시,,2025-10-03 08:16:11,2025-10-08 08:16:11,2025-10-09 08:16:11
2026-101771,불법건축물 신고,건축/주택,건축과,조주무관,처리중,낮음,온라인,의정부시,,2025-10-03 08:30:32,2025-10-15 08:30:32,
2026-103262,쓰레기 무단투기,환경,환경관리과,정주무관,보류,보통,이메일,성남시,,2025-10-03 08:38:48,2025-10-12 08:38:48,
2026-100876,장애인 편의 요청,복지,사회복지과,최주무관,보류,낮음,온라인,수원시,,2025-10-03 09:24:29,2025-10-09 09:24:29,
2026-101144,도로 파손 신고,도로/교통,도로관리과,김주무관,완료,보통,방문,성남시,4,2025-10-03 10:07:44,2025-10-10 10:07:44,2025-10-11 10:07:44
2026-100909,복지급여 문의,복지,사회복지과,김주무관,완료,보통,온라인,수원시,4,2025-10-03 10:10:58,2025-10-09 10:10:58,2025-10-08 10:10:58
2026-103092,도서관 운영 건의,문화/체육,문화체육과,최주무관,완료,보통,온라인,김포시,3,2025-10-03 10:51:11,2025-10-08 10:51:11,2025-10-08 10:51:11
2026-103370,소음 공해 민원,환경,환경관리과,최주무관,접수,보통,전화,구리시,,2025-10-03 12:15:39,2025-10-12 12:15:39,
2026-101001,악취 발생 신고,환경,환경관리과,이주무관,완료,보통,방문,안양시,4,2025-10-03 12:36:21,2025-10-12 12:36:21,2025-10-15 12:36:21
2026-100613,소음 공해 민원,환경,환경관리과,강주무관,처리중,낮음,전화,남양주시,,2025-10-03 13:31:55,2025-10-12 13:31:55,
2026-103602,도로 파손 신고,도로/교통,도로관리과,강주무관,완료,보통,이메일,수원시,5,2025-10-03 13:36:40,2025-10-10 13:36:40,2025-10-13 13:36:40
2026-101615,도로 파손 신고,도로/교통,도로관리과,정주무관,완료,보통,전화,안양시,,2025-10-03 13:57:42,2025-10-10 13:57:42,2025-10-15 13:57:42
2026-101497,쓰레기 무단투기,환경,환경관리과,이주무관,완료,보통,온라인,안성시,,2025-10-03 13:59:53,2025-10-12 13:59:53,2025-10-20 13:59:53
2026-103618,악취 발생 신고,환경,환경관리과,강주무관,완료,낮음,방문,성남시,4,2025-10-03 14:56:23,2025-10-12 14:56:23,2025-10-18 14:56:23
2026-102352,재난위험시설 신고,안전,안전총괄과,김주무관,완료,보통,온라인,수원시,,2025-10-03 15:45:08,2025-10-11 15:45:08,2025-10-06 15:45:08
2026-100219,노인돌봄 신청,복지,사회복지과,정주무관,처리중,보통,온라인,화성시,,2025-10-03 16:31:17,2025-10-09 16:31:17,
2026-102632,소음 공해 민원,환경,환경관리과,강주무관,완료,보통,이메일,포천시,5,2025-10-03 17:12:48,2025-10-12 17:12:48,2025-10-13 17:12:48
2026-103011,소음 공해 민원,환경,환경관리과,최주무관,완료,보통,온라인,화성시,5,2025-10-03 17:56:59,2025-10-12 17:56:59,2025-10-20 17:56:59
2026-102914,악취 발생 신고,환경,환경관리과,이주무관,완료,낮음,방문,여주시,,2025-10-03 19:19:13,2025-10-12 19:19:13,2025-10-17 19:19:13
2026-103939,악취 발생 신고,환경,환경관리과,김주무관,처리중,보통,이메일,광명시,,2025-10-03 20:31:29,2025-10-12 20:31:29,
2026-103809,불법건축물 신고,건축/주택,건축과,조주무관,완료,높음,온라인,성남시,,2025-10-04 02:09:39,2025-10-16 02:09:39,2025-10-06 02:09:39
2026-102069,증명서 발급 문의,행정,민원행정과,박주무관,완료,보통,방문,안산시,2,2025-10-04 09:50:27,2025-10-07 09:50:27,2025-10-08 09:50:27
2026-100382,증명서 발급 문의,행정,민원행정과,윤주무관,완료,보통,온라인,고양시,2,2025-10-04 10:08:45,2025-10-07 10:08:45,2025-10-07 10:08:45
2026-101651,악취 발생 신고,환경,환경관리과,조주무관,처리중,보통,전화,수원시,,2025-10-04 10:35:27,2025-10-13 10:35:27,
2026-101807,악취 발생 신고,환경,환경관리과,강주무관,보류,높음,방문,수원시,,2025-10-04 11:10:38,2025-10-13 11:10:38,
2026-101882,복지급여 문의,복지,사회복지과,최주무관,완료,보통,방문,의정부시,4,2025-10-04 13:28:56,2025-10-10 13:28:56,2025-10-15 13:28:56
2026-102173,도로 파손 신고,도로/교통,도로관리과,조주무관,완료,보통,온라인,성남시,4,2025-10-04 14:53:27,2025-10-11 14:53:27,2025-10-11 14:53:27
2026-103553,노후축대 점검요청,안전,안전총괄과,박주무관,처리중,높음,온라인,성남시,,2025-10-04 19:09:47,2025-10-12 19:09:47,
2026-103002,장애인 편의 요청,복지,사회복지과,최주무관,완료,보통,방문,용인시,5,2025-10-06 01:38:34,2025-10-12 01:38:34,2025-10-09 01:38:34
2026-102031,도로 파손 신고,도로/교통,도로관리과,정주무관,접수,낮음,온라인,수원시,,2025-10-06 03:01:59,2025-10-13 03:01:59,
2026-101493,문화행사 문의,문화/체육,문화체육과,최주무관,완료,보통,온라인,수원시,,2025-10-06 10:15:16,2025-10-11 10:15:16,2025-10-16 10:15:16
2026-101536,주택 누수 하자,건축/주택,건축과,정주무관,처리중,보통,전화,수원시,,2025-10-06 14:56:33,2025-10-18 14:56:33,
2026-103657,행정서류 재발급,행정,민원행정과,조주무관,완료,보통,이메일,파주시,5,2025-10-06 15:19:59,2025-10-09 15:19:59,2025-10-09 15:19:59
2026-101320,불법 주정차 신고,도로/교통,도로관리과,조주무관,완료,높음,온라인,고양시,,2025-10-06 15:46:59,2025-10-13 15:46:59,2025-10-13 15:46:59
2026-101965,신호등 고장 신고,도로/교통,도로관리과,김주무관,완료,보통,온라인,수원시,4,2025-10-06 15:52:22,2025-10-13 15:52:22,2025-10-07 15:52:22
2026-101368,행정서류 재발급,행정,민원행정과,김주무관,완료,보통,온라인,고양시,4,2025-10-06 17:43:22,2025-10-09 17:43:22,2025-10-09 17:43:22
2026-101233,불법 주정차 신고,도로/교통,도로관리과,윤주무관,완료,보통,온라인,과천시,3,2025-10-07 07:29:22,2025-10-14 07:29:22,2025-10-12 07:29:22
2026-102700,노인돌봄 신청,복지,사회복지과,강주무관,완료,보통,방문,고양시,3,2025-10-07 08:51:47,2025-10-13 08:51:47,2025-10-16 08:51:47
2026-102570,쓰레기 무단투기,환경,환경관리과,이주무관,처리중,보통,온라인,평택시,,2025-10-07 09:05:13,2025-10-16 09:05:13,
2026-100099,악취 발생 신고,환경,환경관리과,이주무관,완료,보통,온라인,포천시,5,2025-10-07 09:26:29,2025-10-16 09:26:29,2025-10-14 09:26:29
2026-103052,건축허가 문의,건축/주택,건축과,정주무관,완료,낮음,온라인,용인시,5,2025-10-07 11:36:25,2025-10-19 11:36:25,2025-10-31 11:36:25
2026-101623,도로 파손 신고,도로/교통,도로관리과,최주무관,완료,보통,방문,하남시,,2025-10-07 12:24:48,2025-10-14 12:24:48,2025-10-13 12:24:48
2026-102165,악취 발생 신고,환경,환경관리과,조주무관,처리중,보통,전화,화성시,,2025-10-07 12:32:28,2025-10-16 12:32:28,
2026-100715,증명서 발급 문의,행정,민원행정과,최주무관,완료,높음,방문,가평군,5,2025-10-07 12:33:53,2025-10-10 12:33:53,2025-10-11 12:33:53
2026-100991,건축허가 문의,건축/주택,건축과,박주무관,완료,보통,온라인,고양시,5,2025-10-07 12:43:19,2025-10-19 12:43:19,2025-10-30 12:43:19
2026-103556,화재위험 신고,안전,안전총괄과,박주무관,처리중,낮음,방문,안양시,,2025-10-07 13:57:16,2025-10-15 13:57:16,
2026-103276,도로 파손 신고,도로/교통,도로관리과,김주무관,접수,낮음,온라인,파주시,,2025-10-07 18:36:19,2025-10-14 18:36:19,
2026-101367,소음 공해 민원,환경,환경관리과,조주무관,보류,높음,온라인,고양시,,2025-10-07 19:31:19,2025-10-16 19:31:19,
2026-101054,신호등 고장 신고,도로/교통,도로관리과,강주무관,완료,보통,이메일,의왕시,,2025-10-08 01:20:24,2025-10-15 01:20:24,2025-10-13 01:20:24
2026-100816,소음 공해 민원,환경,환경관리과,윤주무관,접수,보통,이메일,수원시,,2025-10-08 05:41:01,2025-10-17 05:41:01,
2026-100606,노인돌봄 신청,복지,사회복지과,이주무관,완료,낮음,전화,김포시,5,2025-10-08 08:13:29,2025-10-14 08:13:29,2025-10-14 08:13:29
2026-102666,장애인 편의 요청,복지,사회복지과,조주무관,완료,보통,전화,화성시,5,2025-10-08 10:29:57,2025-10-14 10:29:57,2025-10-19 10:29:57
2026-101706,복지급여 문의,복지,사회복지과,윤주무관,완료,높음,온라인,남양주시,5,2025-10-08 11:09:57,2025-10-14 11:09:57,2025-10-14 11:09:57
